"CAS_Number","Chemical_Name","Chemical_Grade","Chemical_Analysis_Method","Chemical_Purity_Mean_Op","Chemical_Purity_Mean_","Chemical_Purity_Min_Op","Chemical_Purity_Min_","Chemical_Purity_Max_Op","Chemical_Purity_Max_","Species_Scientific_Name","Species_Common_Name","Species_Group","Organism_Lifestage","Organism_Age_Mean_Op","Organism_Age_Mean","Organism_Age_Min_Op","Organism_Age_Min","Organism_Age_Max_Op","Organism_Age_Max","Organism_Age_Units","Exposure_Type","Media_Type","Test_Location","Number_of_Doses","Conc_1_Type_Author","Conc_1_Mean_Op_Author","Conc_1_Mean_Author","Conc_1_Min_Op_Author","Conc_Min_1_Author","Conc_1_Max_Op_Author","Conc_1_Max_Author","Conc_1_Units_Author","Conc_2_Type_Author","Conc_2_Mean_Op_Author","Conc_2_Mean_Author","Conc_2_Min_Op_Author","Conc_Min_2_Author","Conc_2_Max_Op_Author","Conc_2_Max_Author","Conc_2_Units_Author","Conc_3_Type_Author","Conc_3_Mean_Op_Author","Conc_3_Mean_Author","Conc_3_Min_Op_Author","Conc_Min_3_Author","Conc_3_Max_Op_Author","Conc_3_Max_Author","Conc_3_Units_Author","Effect","Effect_Measurement","Endpoint","Observed_Response_Mean_Op","Observed_Response_Mean","Observed_Response_Min_Op","Observed_Response_Min","Observed_Response_Max_Op","Observed_Response_Max","Result_Statistical_Method","Observed_Response_Value","Observed_Response_Units","Response_Site","Observed_Duration_Op_Days","Observed_Duration_Days","Observed_Duration_Min_Op_Days","Observed_Duration_Min_Days","Observed_Duration_Max_Op_Days","Observed_Duration_Max_Days","Observed_Duration_Units_Days","Author","Reference_Number","Title","Source","Publication_Year","","aq_ter"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not intact","","NR","","NR","","NR","Not reported","In Vitro","Culture","Lab","2","Formulation","","0.001/","","NR/","","NR/","M","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Physiology","Conductivity","NR","","0.001/","","NR/","","NR/",NA,NA,"M","Not reported","",".0003","","NR","","NR","Day(s)","Deglise,P., B. Grunewald, and M. Gauthier",183943,"The Insecticide Imidacloprid is a Partial Agonist of the Nicotinic Receptor of Honeybee Kenyon Cells","Neurosci. Lett.321(1-2): 13-16",2002,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Adult","","NR","","NR","","NR","Not reported","Topical, general","No substrate","Lab","2","Formulation","","300/","","NR/","","NR/","g/ha","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Mortality","Survival","NR","","300/","","NR/","","NR/",NA,NA,"g/ha","Not reported","","NR",">","0","<",".25","Day(s)","Pereira,R.C., W.F. Barbosa, M.A.P. Lima, J.O.L.,Jr. Vieira, R.N.C. Guedes, B.K.R. Da Silva, G.M.D. Barbosa, and F.L. Fe",184417,"Toxicity of Botanical Extracts and Their Main Constituents on the Bees Partamona helleri and Apis mellifera","Ecotoxicology29(3): 246-257",2020,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Analytical grade","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Diet, unspecified","No substrate","Field natural","4","Active ingredient","","NR","","5","","100","ppb diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Accumulation","Residue","NR","","NR","","5","","100",NA,NA,"ppb diet","Not reported","","32","","NR","","NR","Day(s)","Meikle,W.G., J.J. Adamczyk, M. Weiss, A. Gregorc, D.R. Johnson, S.D. Stewart, J. Zawislak, M.J. Carroll, and G.M. Loren",184404,"Sublethal Effects of Imidacloprid on Honey Bee Colony Growth and Activity at Three Sites in the U.S","PLoS One11(12): 22 p.",2016,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","High Performance Liquid Chromatography Grade","Unmeasured","","98.7",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Food","No substrate","Lab","4","Active ingredient","","NR","","50","","1000","ug/L diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Enzyme(s)","Enzyme activity","NR","","NR","","50","","1000",NA,NA,"ug/L diet","Multiple sites","","NR","","56","","266","Day(s)","Wegener,J., H. Ruhnke, K. Milchreit, K. Kleebaum, M. Franke, S. Mispagel, G. Bischoff, G. Kamp, and K. Bienefeld",177766,"Secondary Biomarkers of Insecticide-Induced Stress of Honey Bee Colonies and Their Relevance for Overwintering Strength","Ecotoxicol. Environ. Saf.132:379-389",2016,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","High Performance Liquid Chromatography Grade","Unmeasured","","98.7",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Food","No substrate","Lab","4","Active ingredient","","NR","","50","","1000","ug/L diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Biochemistry","General biochemical effect","NR","","NR","","50","","1000",NA,NA,"ug/L diet","Multiple sites","","NR","","56","","266","Day(s)","Wegener,J., H. Ruhnke, K. Milchreit, K. Kleebaum, M. Franke, S. Mispagel, G. Bischoff, G. Kamp, and K. Bienefeld",177766,"Secondary Biomarkers of Insecticide-Induced Stress of Honey Bee Colonies and Their Relevance for Overwintering Strength","Ecotoxicol. Environ. Saf.132:379-389",2016,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","High Performance Liquid Chromatography Grade","Unmeasured","","98.7",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Food","No substrate","Lab","4","Active ingredient","","NR","","50","","1000","ug/L diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Population","Abundance","NR","","NR","","50","","1000",NA,NA,"ug/L diet","Not reported","","NR","","56","","266","Day(s)","Wegener,J., H. Ruhnke, K. Milchreit, K. Kleebaum, M. Franke, S. Mispagel, G. Bischoff, G. Kamp, and K. Bienefeld",177766,"Secondary Biomarkers of Insecticide-Induced Stress of Honey Bee Colonies and Their Relevance for Overwintering Strength","Ecotoxicol. Environ. Saf.132:379-389",2016,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","High Performance Liquid Chromatography Grade","Unmeasured","","98.7",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Food","No substrate","Lab","4","Active ingredient","","NR","","50","","1000","ug/L diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Feeding behavior","Food consumption","NR","","NR","","50","","1000",NA,NA,"ug/L diet","Not reported","","NR","","56","","266","Day(s)","Wegener,J., H. Ruhnke, K. Milchreit, K. Kleebaum, M. Franke, S. Mispagel, G. Bischoff, G. Kamp, and K. Bienefeld",177766,"Secondary Biomarkers of Insecticide-Induced Stress of Honey Bee Colonies and Their Relevance for Overwintering Strength","Ecotoxicol. Environ. Saf.132:379-389",2016,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","High Performance Liquid Chromatography Grade","Unmeasured","","98.7",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Food","No substrate","Lab","4","Active ingredient","","NR","","50","","1000","ug/L diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Mortality","Mortality","NR","","NR","","50","","1000",NA,NA,"ug/L diet","Not reported","","NR","","194","","201","Day(s)","Wegener,J., H. Ruhnke, K. Milchreit, K. Kleebaum, M. Franke, S. Mispagel, G. Bischoff, G. Kamp, and K. Bienefeld",177766,"Secondary Biomarkers of Insecticide-Induced Stress of Honey Bee Colonies and Their Relevance for Overwintering Strength","Ecotoxicol. Environ. Saf.132:379-389",2016,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","High Performance Liquid Chromatography Grade","Unmeasured","","98.7",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Food","No substrate","Lab","4","Active ingredient","","NR","","50","","1000","ug/L diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Morphology","Abnormal","NR","","NR","","50","","1000",NA,NA,"ug/L diet","Multiple sites","","NR","","56","","266","Day(s)","Wegener,J., H. Ruhnke, K. Milchreit, K. Kleebaum, M. Franke, S. Mispagel, G. Bischoff, G. Kamp, and K. Bienefeld",177766,"Secondary Biomarkers of Insecticide-Induced Stress of Honey Bee Colonies and Their Relevance for Overwintering Strength","Ecotoxicol. Environ. Saf.132:379-389",2016,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","High Performance Liquid Chromatography Grade","Unmeasured","","98.7",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Food","No substrate","Lab","4","Active ingredient","","NR","","50","","1000","ug/L diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","Accuracy of learned task, performance","NR","","NR","","50","","1000",NA,NA,"ug/L diet","Not reported","","NR","","56","","266","Day(s)","Wegener,J., H. Ruhnke, K. Milchreit, K. Kleebaum, M. Franke, S. Mispagel, G. Bischoff, G. Kamp, and K. Bienefeld",177766,"Secondary Biomarkers of Insecticide-Induced Stress of Honey Bee Colonies and Their Relevance for Overwintering Strength","Ecotoxicol. Environ. Saf.132:379-389",2016,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured",">=","97",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Food","No substrate","Lab","4","Active ingredient","","NR","","0.010","","1","ng/org/d","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Mortality","Mortality","NR","","NR","","0.010","","1",NA,NA,"ng/org/d","Not reported","","10","","NR","","NR","Day(s)","Suchail,S., D. Guez, and L.P. Belzunces",63505,"Discrepancy Between Acute and Chronic Toxicity Induced by Imidacloprid and Its Metabolites in Apis mellifera","Environ. Toxicol. Chem.20(11): 2482-2486",2001,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Pure grade","Unmeasured","","99.4",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Food","No substrate","Lab","2","Active ingredient","","0.040/","","NR/","","NR/","AI ng/org/d","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Population","Abundance","NR","","0.040/","","NR/","","NR/",NA,NA,"AI ng/org/d","Not reported","","NR","","182.64","","487.04","Day(s)","Van Dooremalen,C., B. Cornelissen, C. Poleij-Hok-Ahin, and T. Blacquiere",184432,"Single and Interactive Effects of Varroa destructor, Nosema spp., and Imidacloprid on Honey Bee Colonies (Apis mellifera)","Ecosphere9(8): 2378-2378",2018,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Pure grade","Unmeasured","","99.4",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Food","No substrate","Lab","2","Active ingredient","","0.040/","","NR/","","NR/","AI ng/org/d","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Mortality","Survival","NR","","0.040/","","NR/","","NR/",NA,NA,"AI ng/org/d","Not reported","","487.04","","NR","","NR","Day(s)","Van Dooremalen,C., B. Cornelissen, C. Poleij-Hok-Ahin, and T. Blacquiere",184432,"Single and Interactive Effects of Varroa destructor, Nosema spp., and Imidacloprid on Honey Bee Colonies (Apis mellifera)","Ecosphere9(8): 2378-2378",2018,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Pure grade","Unmeasured","","99.4",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Food","No substrate","Lab","2","Active ingredient","","0.040/","","NR/","","NR/","AI ng/org/d","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Immunological","Infected","NR","","0.040/","","NR/","","NR/",NA,NA,"AI ng/org/d","Not reported","","NR","","182.64","","365.28","Day(s)","Van Dooremalen,C., B. Cornelissen, C. Poleij-Hok-Ahin, and T. Blacquiere",184432,"Single and Interactive Effects of Varroa destructor, Nosema spp., and Imidacloprid on Honey Bee Colonies (Apis mellifera)","Ecosphere9(8): 2378-2378",2018,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Pure grade","Unmeasured","","99.4",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Food","No substrate","Lab","2","Active ingredient","","0.040/","","NR/","","NR/","AI ng/org/d","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Feeding behavior","Food consumption","NR","","0.040/","","NR/","","NR/",NA,NA,"AI ng/org/d","Not reported","","NR","","182.64","","273.96","Day(s)","Van Dooremalen,C., B. Cornelissen, C. Poleij-Hok-Ahin, and T. Blacquiere",184432,"Single and Interactive Effects of Varroa destructor, Nosema spp., and Imidacloprid on Honey Bee Colonies (Apis mellifera)","Ecosphere9(8): 2378-2378",2018,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Chemical analysis reported","","42.8",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Diet, unspecified","No substrate","Field natural","4","Active ingredient","","NR","","5","","100","ug/kg diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Accumulation","Residue","NR","","NR","","5","","100",NA,NA,"ug/kg diet","Whole organism","","84","","NR","","NR","Day(s)","Dively,G.P., M.S. Embrey, A. Kamel, D.J. Hawthorne, and J.S. Pettis",184198,"Assessment of Chronic Sublethal Effects of Imidacloprid on Honey Bee Colony Health","PLoS One10(3): 1-25",2015,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Technical grade, technical product, technical formulation","Measured","","99.5",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Food","No substrate","Field artificial","5","Active ingredient","","NR","","6.4","","94.2","ppb diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Reproduction","Progeny counts/numbers","NR","","NR","","6.4","","94.2",NA,NA,"ppb diet","Not reported","","21","","NR","","NR","Day(s)","Wu-Smart,J., and M. Spivak",184369,"Sub-Lethal Effects of Dietary Neonicotinoid Insecticide Exposure on Honey Bee Queen Fecundity and Colony Development","Sci. Rep.6:11 p.",2016,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Technical grade, technical product, technical formulation","Measured","","99.5",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Food","No substrate","Field artificial","5","Active ingredient","","NR","","6.4","","94.2","ppb diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","Colony maintenance (bees)","NR","","NR","","6.4","","94.2",NA,NA,"ppb diet","Not reported","","21","","NR","","NR","Day(s)","Wu-Smart,J., and M. Spivak",184369,"Sub-Lethal Effects of Dietary Neonicotinoid Insecticide Exposure on Honey Bee Queen Fecundity and Colony Development","Sci. Rep.6:11 p.",2016,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Diet, unspecified","No substrate","Lab","2","Formulation","","0.0083/","","NR/","","NR/","ng/org/d","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Feeding behavior","Food consumption","NR","","0.0083/","","NR/","","NR/",NA,NA,"ng/org/d","Not reported","","8","","NR","","NR","Day(s)","Dussaubat,C., A. Maisonnasse, D. Crauser, S. Tchamitchian, M. Bonnet, M. Cousin, A. Kretzschmar, J.L. Brunet, and Y. Le",184199,"Combined Neonicotinoid Pesticide and Parasite Stress Alter Honeybee Queens' Physiology and Survival","Sci. Rep.6:7",2016,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Analytical grade","Unmeasured",">","98",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not intact","","NR","","NR","","NR","Not reported","In Vitro","Culture","Lab","4","Active ingredient","","NR","","10","","100","uM","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Genetics","Cytochrome P450 mRNA","NR","","NR","","10","","100",NA,NA,"uM","Not reported","","NR","",".0069","",".0417","Day(s)","Haas,J., and R. Nauen",187219,"Pesticide Risk Assessment at the Molecular Level Using Honey Bee Cytochrome P450 Enzymes: A Complementary Approach","Environ. Int.147:8 p.",2021,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","10",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Adult","","NR","","NR","","NR","Not reported","Environmental, unspecified","Litter","Field artificial","1","Formulation","","10/","","NR/","","NR/","g/20 L","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Avoidance","Food avoidance","NR","","10/","","NR/","","NR/",NA,NA,"g/20 L","Not reported","","NR","","2","","9","Day(s)","Kang,M., and C. Jung",187239,"Avoidance Behavior of Honey Bee, Apis mellifera from Commonly Used Fungicides, Acaricides and Insecticides in Apple Orchards","J. Apic. Res.32(4): 295-302",2017,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Food","No substrate","Lab","10","Formulation","","NR","","0.08","","125.00","ug/L diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Feeding behavior","Food consumption","NR","","NR","","0.08","","125.00",NA,NA,"ug/L diet","Not reported","<=","6","","NR","","NR","Day(s)","Cresswell,J.E., C.J. Page, M.B. Uygun, M. Holmbergh, Y. Li, J.G. Wheeler, I. Laycock, C.J. Pook, N.H. De Ibarra, N. Smi",169090,"Differential Sensitivity of Honey Bees and Bumble Bees to a Dietary Insecticide (Imidacloprid)","Zoology115:365-371",2012,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Neonate","","NR","","0","","24","Hour(s)","Food","No substrate","Lab","3","Formulation","","NR","","0.7","","2.0","ng/ml diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Mortality","Survival","NR","","NR","","0.7","","2.0",NA,NA,"ng/ml diet","Not reported","","3","","NR","","NR","Day(s)","Balieira,K.V.B., M. Mazzo, P.F.V. Bizerra, A.R.D.J.S. Guimaraes, D. Nicodemo, and F.E. Mingatto",184174,"Imidacloprid-Induced Oxidative Stress in Honey Bees and the Antioxidant Action of Caffeine","Apidologie49(5): 562-572",2018,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Analytical grade","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Adult","","6","","NR","","NR","Month(s)","Diet, unspecified","No substrate","Lab","4","Active ingredient","","NR","","5","","100","ppb diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Feeding behavior","Water consumption","NR","","NR","","5","","100",NA,NA,"ppb diet","Not reported","","51","","NR","","NR","Day(s)","Meikle,W.G., J.J. Adamczyk, M. Weiss, A. Gregorc, D.R. Johnson, S.D. Stewart, J. Zawislak, M.J. Carroll, and G.M. Loren",184404,"Sublethal Effects of Imidacloprid on Honey Bee Colony Growth and Activity at Three Sites in the U.S","PLoS One11(12): 22 p.",2016,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","99.99",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Adult","","NR","","NR","","NR","Not reported","Food","No substrate","Lab","4","Active ingredient","","1.5/","","NR/","","NR/","ng/org/d","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Histology","Histological changes, general","NR","","1.5/","","NR/","","NR/",NA,NA,"ng/org/d","Brain","","9","","NR","","NR","Day(s)","Wu,Y.Y., T. Zhou, Q. Wang, P.L. Dai, S.F. Xu, H.R. Jia, and X. Wang",184437,"Programmed Cell Death in the Honey Bee (Apis mellifera) (Hymenoptera: Apidae) Worker Brain Induced by Imidacloprid","J. Econ. Entomol.108(4): 1486-1494",2015,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not intact","","NR","","NR","","NR","Not reported","In Vitro","Culture","Lab","2","Formulation","","0.001/","","NR/","","NR/","M","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Physiology","Conductivity","NR","","0.001/","","NR/","","NR/",NA,NA,"M","Not reported","",".0003","","NR","","NR","Day(s)","Deglise,P., B. Grunewald, and M. Gauthier",183943,"The Insecticide Imidacloprid is a Partial Agonist of the Nicotinic Receptor of Honeybee Kenyon Cells","Neurosci. Lett.321(1-2): 13-16",2002,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Analytical grade","Chemical analysis reported","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Food","No substrate","Lab","2","Active ingredient","","125/","","NR/","","NR/","ug/L diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Mortality","Mortality","NR","","125/","","NR/","","NR/",NA,NA,"ug/L diet","Not reported","","NR","","1","","10","Day(s)","Sanchez-Bayo,F., L. Belzunces, and J.M. Bonmatin",184473,"Lethal and Sublethal Effects, and Incomplete Clearance of Ingested Imidacloprid in Honey Bees (Apis mellifera)","Ecotoxicology26(9): 1199-1206",2017,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Technical grade, technical product, technical formulation","Measured",">","99",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Larva","","NR","","NR","","NR","Not reported","Food","No substrate","Lab","2","Active ingredient","","0.00019/","","NR/","","NR/","AI ug/org","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Morphology","Abnormal","NR","","0.00019/","","NR/","","NR/",NA,NA,"AI ug/org","Antenna (antennae)","","NR","","NR","","NR","Larva to adult","Tome,H.V.V., D.R. Schmehl, A.E. Wedde, R.S.M. Godoy, S.V. Ravaiano, R.N.C. Guedes, G.F. Martins, and J.D. Ellis",184484,"Frequently Encountered Pesticides can Cause Multiple Disorders in Developing Worker Honey Bees","Environ. Pollut.256:13 p.",2020,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Technical grade, technical product, technical formulation","Measured",">","99",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Larva","","NR","","NR","","NR","Not reported","Food","No substrate","Lab","2","Active ingredient","","0.00019/","","NR/","","NR/","AI ug/org","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Histology","Histological changes, general","NR","","0.00019/","","NR/","","NR/",NA,NA,"AI ug/org","Multiple sites","","NR","","NR","","NR","Larva to adult","Tome,H.V.V., D.R. Schmehl, A.E. Wedde, R.S.M. Godoy, S.V. Ravaiano, R.N.C. Guedes, G.F. Martins, and J.D. Ellis",184484,"Frequently Encountered Pesticides can Cause Multiple Disorders in Developing Worker Honey Bees","Environ. Pollut.256:13 p.",2020,NA,"Terrestrial"
